JAWDKN010000003.1	85832912
JAWDKN010000019.1	11126488
JAWDKN010000039.1	6922104
JAWDKN010000047.1	2068744
JAWDKN010000053.1	21697076
JAWDKN010000057.1	13105397
JAWDKN010000065.1	1405384
JAWDKN010000070.1	23112228
JAWDKN010000083.1	1163491
JAWDKN010000089.1	6618721
JAWDKN010000110.1	2877117
JAWDKN010000111.1	1854318
JAWDKN010000112.1	348545
JAWDKN010000113.1	1458643
JAWDKN010000129.1	424519
JAWDKN010000138.1	3379646
JAWDKN010000154.1	1239127
JAWDKN010000157.1	2126087
JAWDKN010000158.1	1642366
JAWDKN010000162.1	675829
JAWDKN010000163.1	3031333
JAWDKN010000164.1	306732
JAWDKN010000165.1	777399
JAWDKN010000171.1	829327
JAWDKN010000174.1	353069
JAWDKN010000176.1	136195
JAWDKN010000182.1	670088
JAWDKN010000188.1	836981
JAWDKN010000189.1	216934
JAWDKN010000193.1	284085
JAWDKN010000197.1	79092
JAWDKN010000207.1	84471
JAWDKN010000210.1	813215
JAWDKN010000213.1	39093
JAWDKN010000217.1	69925
JAWDKN010000225.1	343036
JAWDKN010000226.1	384684
JAWDKN010000229.1	729628
JAWDKN010000233.1	315581
JAWDKN010000237.1	131229
JAWDKN010000238.1	173659
JAWDKN010000242.1	248937
JAWDKN010000243.1	109000
JAWDKN010000247.1	348423
JAWDKN010000249.1	106378
JAWDKN010000250.1	594227
JAWDKN010000253.1	246921
JAWDKN010000254.1	482576
JAWDKN010000261.1	116455
JAWDKN010000265.1	106041
JAWDKN010000281.1	97317
JAWDKN010000311.1	42780
JAWDKN010000320.1	61079
JAWDKN010000329.1	47715
JAWDKN010000330.1	22754
JAWDKN010000334.1	16433
JAWDKN010000335.1	18005
JAWDKN010000347.1	20707
JAWDKO010000003.1	30825624
JAWDKO010000013.1	23357692
JAWDKO010000015.1	24013737
JAWDKO010000017.1	8955136
JAWDKO010000018.1	46029692
JAWDKO010000021.1	41455941
JAWDKO010000022.1	11119747
JAWDKO010000037.1	24675117
JAWDKO010000038.1	13125024
JAWDKO010000039.1	41678545
JAWDKO010000042.1	5648066
JAWDKO010000049.1	50108601
JAWDKO010000054.1	19139147
JAWDKO010000055.1	13281429
JAWDKO010000060.1	11071606
JAWDKO010000073.1	15374658
JAWDKO010000075.1	1093784
JAWDKO010000091.1	951204
JAWDKO010000097.1	1169927
JAWDKO010000100.1	595766
JAWDKO010000103.1	155563
JAWDKO010000107.1	611515
JAWDKO010000110.1	427218
JAWDKO010000111.1	84035
JAWDKO010000135.1	47681
JAWWNF010000019.1	7384786
JAWWNF010000057.1	866135
JAWWNF010000118.1	1366035
JAWWNF010000123.1	2979378
JAWWNF010000130.1	9481939
JAWWNF010000156.1	65459
JAWWNF010000210.1	3117985
JAWWNF010000238.1	2139740
JAWWNF010000280.1	2469665
JAWWNF010000287.1	3832107
JAWWNF010000300.1	403058
JAWWNF010000329.1	2476679
JAWWNF010000344.1	267805
JAWWNF010000361.1	135158
JAWWNF010000392.1	190546
JAWWNF010000407.1	273954
JAWWNF010000417.1	1665468
JAWWNF010000515.1	353511
JAWWNF010000543.1	79008
JAWWNF010000567.1	2736551
JAWWNF010000587.1	389767
JAWWNF010000731.1	741063
JAWWNF010000763.1	653976
JAWWNF010000818.1	315975
JAWWNF010000822.1	610104
JAWWNF010000833.1	309247
JAWWNF010000837.1	1007081
JAWWNF010000838.1	933353
JAWWNF010000888.1	234726
JAWWNF010000892.1	135329
JAWWNF010000909.1	197986
JAWWNF010000914.1	294214
JAWWNF010000935.1	85106
JAWWNF010000975.1	71073
JAWWNF010000976.1	39662
JAWWNF010000987.1	237853
JAWWNF010001024.1	175749
JAWWNF010001046.1	142109
JAWWNF010001053.1	291600
JAWWNF010001071.1	150634
JAWWNF010001078.1	85234
JAWWNF010001094.1	276284
JAWWNF010001120.1	158747
JAWWNF010001129.1	212163
JAWWNF010001191.1	65040
JAWWNF010001193.1	68832
JAWWNF010001215.1	107331
JAWWNF010001216.1	80448
JAWWNF010001237.1	81769
JAWWNF010001284.1	48748
JAWWNF010001302.1	68066
JAWWNF010001318.1	40395
JAWWNF010001373.1	67424
JAWWNF010001390.1	31013
JAWWNF010001399.1	67755
JAWWNF010001439.1	35297
JAWWNF010001497.1	34652
JAWWNG010000030.1	2981448
JAWWNG010000038.1	10633106
JAWWNG010000098.1	3059662
JAWWNG010000110.1	4358432
JAWWNG010000172.1	1174143
JAWWNG010000197.1	1534723
JAWWNG010000357.1	3569371
JAWWNG010000434.1	5738988
JAWWNG010000462.1	247164
JAWWNG010000476.1	1330264
JAWWNG010000495.1	6616867
JAWWNG010000503.1	645274
JAWWNG010000555.1	821310
JAWWNG010000565.1	1385380
JAWWNG010000576.1	928665
JAWWNG010000597.1	1660931
JAWWNG010000636.1	578900
JAWWNG010000681.1	326491
JAWWNG010000791.1	327319
JAWWNG010000869.1	478509
JAWWNG010001386.1	127409
JAWWNG010001457.1	131841
JAWWNG010001461.1	59861
JAWWNG010001578.1	341338
JAWWNG010001601.1	549076
JAWWNG010001833.1	316374
JAWWNG010001922.1	884083
JAWWNG010002067.1	490900
JAWWNG010002103.1	300095
JAWWNG010002140.1	393084
JAWWNG010002315.1	40203
JAWWNG010002560.1	103403
JAWWNG010002896.1	305388
JAWWNG010003007.1	183179
JAWWNG010003114.1	94891
JAWWNG010003266.1	47360
JAWWNH010000002.1	3520523
JAWWNH010000037.1	1248156
JAWWNH010000040.1	3025413
JAWWNH010000067.1	7729019
JAWWNH010000068.1	3943203
JAWWNH010000083.1	2386252
JAWWNH010000104.1	5299861
JAWWNH010000108.1	11997630
JAWWNH010000118.1	4198347
JAWWNH010000130.1	4728094
JAWWNH010000146.1	78755
JAWWNH010000150.1	2805817
JAWWNH010000169.1	1169552
